old_locus_tag	level1	level2	level3	level4	level5	level6
SYNPCC7002_D0008	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.84  nitrile hydratase	
SYNPCC7002_A2812	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.96  4a-hydroxytetrahydrobiopterin dehydratase	
SYNPCC7002_A1683	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.99  2-methylisocitrate dehydratase	
SYNPCC7002_A0643	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.104  cyanase	
SYNPCC7002_A0863	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.104  cyanase	
SYNPCC7002_A0554	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.109  methylthioribulose 1-phosphate dehydratase	
SYNPCC7002_A2642	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.113  o-succinylbenzoate synthase	
SYNPCC7002_A1422	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.126  N-acetylmuramic acid 6-phosphate etherase	
SYNPCC7002_A0648	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.136  ADP-dependent NAD(P)H-hydrate dehydratase	
SYNPCC7002_A0344	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.2  Acting on polysaccharides	4.2.2.29  peptidoglycan lytic transglycosylase	
SYNPCC7002_A2105	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.2  Acting on polysaccharides	4.2.2.29  peptidoglycan lytic transglycosylase	
SYNPCC7002_A1891	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.2  Acting on polysaccharides	4.2.2.29  peptidoglycan lytic transglycosylase	
SYNPCC7002_A1718	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.2  Acting on polysaccharides	4.2.2.29  peptidoglycan lytic transglycosylase	
SYNPCC7002_A2370	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.2  Acting on polysaccharides	4.2.2.29  peptidoglycan lytic transglycosylase	
SYNPCC7002_A0158	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.2  Acting on polysaccharides	4.2.2.29  peptidoglycan lytic transglycosylase	
SYNPCC7002_A1402	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.3  Acting on phosphates	4.2.3.1  threonine synthase	
SYNPCC7002_A0286	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.3  Acting on phosphates	4.2.3.1  threonine synthase	
SYNPCC7002_A1146	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.3  Acting on phosphates	4.2.3.4  3-dehydroquinate synthase	
SYNPCC7002_A2147	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.3  Acting on phosphates	4.2.3.5  chorismate synthase	
SYNPCC7002_A0457	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.3  Acting on phosphates	4.2.3.12  6-pyruvoyltetrahydropterin synthase	
SYNPCC7002_A1816	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.99  Other carbon-oxygen lyases	4.2.99.18  DNA-(apurinic or apyrimidinic site) lyase	
SYNPCC7002_A2455	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.99  Other carbon-oxygen lyases	4.2.99.18  DNA-(apurinic or apyrimidinic site) lyase	
SYNPCC7002_A2041	Enzymes	4. Lyases	4.3  Carbon-nitrogen lyases	4.3.1  Ammonia-lyases	4.3.1.1  aspartate ammonia-lyase	
SYNPCC7002_A1616	Enzymes	4. Lyases	4.3  Carbon-nitrogen lyases	4.3.1  Ammonia-lyases	4.3.1.19  threonine ammonia-lyase	
SYNPCC7002_A1417	Enzymes	4. Lyases	4.3  Carbon-nitrogen lyases	4.3.1  Ammonia-lyases	4.3.1.32  7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase	
SYNPCC7002_A2487	Enzymes	4. Lyases	4.3  Carbon-nitrogen lyases	4.3.2  Amidine-lyases	4.3.2.1  argininosuccinate lyase	
SYNPCC7002_A2653	Enzymes	4. Lyases	4.3  Carbon-nitrogen lyases	4.3.2  Amidine-lyases	4.3.2.2  adenylosuccinate lyase	
SYNPCC7002_A1636	Enzymes	4. Lyases	4.3  Carbon-nitrogen lyases	4.3.2  Amidine-lyases	4.3.2.10  imidazole glycerol-phosphate synthase	
SYNPCC7002_A2529	Enzymes	4. Lyases	4.3  Carbon-nitrogen lyases	4.3.2  Amidine-lyases	4.3.2.10  imidazole glycerol-phosphate synthase	
SYNPCC7002_A1274	Enzymes	4. Lyases	4.3  Carbon-nitrogen lyases	4.3.3  Amine-lyases	4.3.3.7  4-hydroxy-tetrahydrodipicolinate synthase	
SYNPCC7002_A0280	Enzymes	4. Lyases	4.3  Carbon-nitrogen lyases	4.3.99  Other carbon-nitrogen lyases	4.3.99.3  7-carboxy-7-deazaguanine synthase	
SYNPCC7002_A0337	Enzymes	4. Lyases	4.4  Carbon-sulfur lyases	4.4.1  Carbon-sulfur lyases (only sub-subclass identified to date)	4.4.1.5  lactoylglutathione lyase	
SYNPCC7002_A1811	Enzymes	4. Lyases	4.4  Carbon-sulfur lyases	4.4.1  Carbon-sulfur lyases (only sub-subclass identified to date)	4.4.1.16  selenocysteine lyase	
SYNPCC7002_A2213	Enzymes	4. Lyases	4.4  Carbon-sulfur lyases	4.4.1  Carbon-sulfur lyases (only sub-subclass identified to date)	4.4.1.32  C-phycocyanin alpha-cysteine-84 phycocyanobilin lyase	
SYNPCC7002_A2214	Enzymes	4. Lyases	4.4  Carbon-sulfur lyases	4.4.1  Carbon-sulfur lyases (only sub-subclass identified to date)	4.4.1.32  C-phycocyanin alpha-cysteine-84 phycocyanobilin lyase	
SYNPCC7002_A0394	Enzymes	4. Lyases	4.4  Carbon-sulfur lyases	4.4.1  Carbon-sulfur lyases (only sub-subclass identified to date)	4.4.1.37  pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase	
SYNPCC7002_A0909	Enzymes	4. Lyases	4.6  Phosphorus-oxygen lyases	4.6.1  Phosphorus-oxygen lyases (only sub-subclass identified to date)	4.6.1.1  adenylate cyclase	
SYNPCC7002_A1906	Enzymes	4. Lyases	4.6  Phosphorus-oxygen lyases	4.6.1  Phosphorus-oxygen lyases (only sub-subclass identified to date)	4.6.1.1  adenylate cyclase	
SYNPCC7002_A1166	Enzymes	4. Lyases	4.6  Phosphorus-oxygen lyases	4.6.1  Phosphorus-oxygen lyases (only sub-subclass identified to date)	4.6.1.12  2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	
SYNPCC7002_A2292	Enzymes	4. Lyases	4.6  Phosphorus-oxygen lyases	4.6.1  Phosphorus-oxygen lyases (only sub-subclass identified to date)	4.6.1.17  cyclic pyranopterin monophosphate synthase	
SYNPCC7002_A2589	Enzymes	4. Lyases	4.98  ATP-independent chelatases	4.98.1  Forming coordination complexes	4.98.1.1  protoporphyrin ferrochelatase	
SYNPCC7002_A0113	Enzymes	4. Lyases	4.99  Other lyases	4.99.1  Sole sub-subclass for lyases that do not belong in the other subclasses	4.99.1.3  sirohydrochlorin cobaltochelatase	
SYNPCC7002_A2589	Enzymes	4. Lyases	4.99  Other lyases	4.99.1  Sole sub-subclass for lyases that do not belong in the other subclasses	4.99.1.9  coproporphyrin ferrochelatase	
SYNPCC7002_A1710	Enzymes	4. Lyases	4.99  Other lyases	4.99.1  Sole sub-subclass for lyases that do not belong in the other subclasses	4.99.1.12  pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase	
SYNPCC7002_A2489	Enzymes	5. Isomerases	5.1  Racemases and epimerases	5.1.1  Acting on amino acids and derivatives	5.1.1.1  alanine racemase	
SYNPCC7002_A0579	Enzymes	5. Isomerases	5.1  Racemases and epimerases	5.1.1  Acting on amino acids and derivatives	5.1.1.3  glutamate racemase	
SYNPCC7002_A1642	Enzymes	5. Isomerases	5.1  Racemases and epimerases	5.1.1  Acting on amino acids and derivatives	5.1.1.7  diaminopimelate epimerase	
SYNPCC7002_A0324	Enzymes	5. Isomerases	5.1  Racemases and epimerases	5.1.3  Acting on carbohydrates and derivatives	5.1.3.1  ribulose-phosphate 3-epimerase	
SYNPCC7002_A1715	Enzymes	5. Isomerases	5.1  Racemases and epimerases	5.1.3  Acting on carbohydrates and derivatives	5.1.3.2  UDP-glucose 4-epimerase	
SYNPCC7002_A0006	Enzymes	5. Isomerases	5.1  Racemases and epimerases	5.1.3  Acting on carbohydrates and derivatives	5.1.3.9  N-acylglucosamine-6-phosphate 2-epimerase	
SYNPCC7002_A1214	Enzymes	5. Isomerases	5.1  Racemases and epimerases	5.1.3  Acting on carbohydrates and derivatives	5.1.3.14  UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)	
SYNPCC7002_A0452	Enzymes	5. Isomerases	5.1  Racemases and epimerases	5.1.3  Acting on carbohydrates and derivatives	5.1.3.15  glucose-6-phosphate 1-epimerase	
SYNPCC7002_A2519	Enzymes	5. Isomerases	5.1  Racemases and epimerases	5.1.3  Acting on carbohydrates and derivatives	5.1.3.34  monoglucosyldiacylglycerol epimerase	
SYNPCC7002_A0648	Enzymes	5. Isomerases	5.1  Racemases and epimerases	5.1.99  Acting on other compounds	5.1.99.6  NAD(P)H-hydrate epimerase	
SYNPCC7002_A0307	Enzymes	5. Isomerases	5.1  Racemases and epimerases	5.1.99  Acting on other compounds	5.1.99.7  dihydroneopterin triphosphate 2'-epimerase	
SYNPCC7002_A1626	Enzymes	5. Isomerases	5.2  cis-trans-Isomerases	5.2.1  cis-trans Isomerases (only sub-subclass identified to date)	5.2.1.8  peptidylprolyl isomerase	
SYNPCC7002_A1092	Enzymes	5. Isomerases	5.2  cis-trans-Isomerases	5.2.1  cis-trans Isomerases (only sub-subclass identified to date)	5.2.1.8  peptidylprolyl isomerase	
SYNPCC7002_A2294	Enzymes	5. Isomerases	5.2  cis-trans-Isomerases	5.2.1  cis-trans Isomerases (only sub-subclass identified to date)	5.2.1.8  peptidylprolyl isomerase	
SYNPCC7002_A1197	Enzymes	5. Isomerases	5.2  cis-trans-Isomerases	5.2.1  cis-trans Isomerases (only sub-subclass identified to date)	5.2.1.12  zeta-carotene isomerase	
SYNPCC7002_A1892	Enzymes	5. Isomerases	5.2  cis-trans-Isomerases	5.2.1  cis-trans Isomerases (only sub-subclass identified to date)	5.2.1.13  prolycopene isomerase	
SYNPCC7002_A0595	Enzymes	5. Isomerases	5.3  Intramolecular oxidoreductases	5.3.1  Interconverting aldoses and ketoses, and related compounds	5.3.1.1  triose-phosphate isomerase	
SYNPCC7002_A1269	Enzymes	5. Isomerases	5.3  Intramolecular oxidoreductases	5.3.1  Interconverting aldoses and ketoses, and related compounds	5.3.1.6  ribose-5-phosphate isomerase	
SYNPCC7002_A2066	Enzymes	5. Isomerases	5.3  Intramolecular oxidoreductases	5.3.1  Interconverting aldoses and ketoses, and related compounds	5.3.1.8  mannose-6-phosphate isomerase	
SYNPCC7002_A0008	Enzymes	5. Isomerases	5.3  Intramolecular oxidoreductases	5.3.1  Interconverting aldoses and ketoses, and related compounds	5.3.1.8  mannose-6-phosphate isomerase	
SYNPCC7002_A0964	Enzymes	5. Isomerases	5.3  Intramolecular oxidoreductases	5.3.1  Interconverting aldoses and ketoses, and related compounds	5.3.1.9  glucose-6-phosphate isomerase	
SYNPCC7002_A1890	Enzymes	5. Isomerases	5.3  Intramolecular oxidoreductases	5.3.1  Interconverting aldoses and ketoses, and related compounds	5.3.1.16  1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	
SYNPCC7002_A2308	Enzymes	5. Isomerases	5.3  Intramolecular oxidoreductases	5.3.1  Interconverting aldoses and ketoses, and related compounds	5.3.1.23  S-methyl-5-thioribose-1-phosphate isomerase	
SYNPCC7002_A2854	Enzymes	5. Isomerases	5.3  Intramolecular oxidoreductases	5.3.1  Interconverting aldoses and ketoses, and related compounds	5.3.1.24  phosphoribosylanthranilate isomerase	
SYNPCC7002_A0567	Enzymes	5. Isomerases	5.3  Intramolecular oxidoreductases	5.3.2  Interconverting keto- and enol-groups	5.3.2.1  phenylpyruvate tautomerase	
SYNPCC7002_A1132	Enzymes	5. Isomerases	5.3  Intramolecular oxidoreductases	5.3.3  Transposing C=C bonds	5.3.3.2  isopentenyl-diphosphate Delta-isomerase	
SYNPCC7002_A0039	Enzymes	5. Isomerases	5.3  Intramolecular oxidoreductases	5.3.3  Transposing C=C bonds	5.3.3.17  trans-2,3-dihydro-3-hydroxyanthranilate isomerase	
SYNPCC7002_A0950	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.2  Phosphotransferases (phosphomutases)	5.4.2.8  phosphomannomutase	
SYNPCC7002_A0450	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.2  Phosphotransferases (phosphomutases)	5.4.2.10  phosphoglucosamine mutase	
SYNPCC7002_A2233	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.2  Phosphotransferases (phosphomutases)	5.4.2.12  phosphoglycerate mutase (2,3-diphosphoglycerate-independent)	
SYNPCC7002_A2206	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.3  Transferring amino groups	5.4.3.8  glutamate-1-semialdehyde 2,1-aminomutase	
SYNPCC7002_A0999	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.4  Transferring hydroxy groups	5.4.4.2  isochorismate synthase	
SYNPCC7002_A2537	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.99  Transferring other groups	5.4.99.5  chorismate mutase	
SYNPCC7002_A1040	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.99  Transferring other groups	5.4.99.12  tRNA pseudouridine38-40 synthase	
SYNPCC7002_A2826	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.99  Transferring other groups	5.4.99.18  5-(carboxyamino)imidazole ribonucleotide mutase	
SYNPCC7002_A2357	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.99  Transferring other groups	5.4.99.19  16S rRNA pseudouridine516 synthase	
SYNPCC7002_A2385	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.99  Transferring other groups	5.4.99.20  23S rRNA pseudouridine2457 synthase	
SYNPCC7002_A0958	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.99  Transferring other groups	5.4.99.23  23S rRNA pseudouridine1911/1915/1917 synthase	
SYNPCC7002_A2162	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.99  Transferring other groups	5.4.99.23  23S rRNA pseudouridine1911/1915/1917 synthase	
SYNPCC7002_A0485	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.99  Transferring other groups	5.4.99.25  tRNA pseudouridine55 synthase	
SYNPCC7002_A2836	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.99  Transferring other groups	5.4.99.28  tRNA pseudouridine32 synthase	
SYNPCC7002_A2836	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.99  Transferring other groups	5.4.99.29  23S rRNA pseudouridine746 synthase	
SYNPCC7002_A0528	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.99  Transferring other groups	5.4.99.60  cobalt-precorrin-8 methylmutase	
SYNPCC7002_A0528	Enzymes	5. Isomerases	5.4  Intramolecular transferases	5.4.99  Transferring other groups	5.4.99.61  precorrin-8X methylmutase	
SYNPCC7002_A2153	Enzymes	5. Isomerases	5.5  Intramolecular lyases	5.5.1  Intramolecular lyases (only sub-subclass identified to date)	5.5.1.19  lycopene beta-cyclase	
SYNPCC7002_A0043	Enzymes	5. Isomerases	5.5  Intramolecular lyases	5.5.1  Intramolecular lyases (only sub-subclass identified to date)	5.5.1.19  lycopene beta-cyclase	
SYNPCC7002_A0670	Enzymes	5. Isomerases	5.5  Intramolecular lyases	5.5.1  Intramolecular lyases (only sub-subclass identified to date)	5.5.1.24  tocopherol cyclase	
SYNPCC7002_A0147	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.1  Enzymes altering polypeptide conformation or assembly	5.6.1.7  chaperonin ATPase	
SYNPCC7002_A2458	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.1  Enzymes altering polypeptide conformation or assembly	5.6.1.7  chaperonin ATPase	
SYNPCC7002_A2546	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.1  DNA topoisomerase	
SYNPCC7002_A0826	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.2  DNA topoisomerase (ATP-hydrolysing)	
SYNPCC7002_A1938	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.2  DNA topoisomerase (ATP-hydrolysing)	
SYNPCC7002_A1343	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.2  DNA topoisomerase (ATP-hydrolysing)	
SYNPCC7002_A1271	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.3  DNA 5'-3' helicase	
SYNPCC7002_A1879	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.3  DNA 5'-3' helicase	
SYNPCC7002_A1236	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.3  DNA 5'-3' helicase	
SYNPCC7002_A1390	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.4  DNA 3'-5' helicase	
SYNPCC7002_A1005	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.4  DNA 3'-5' helicase	
SYNPCC7002_A1900	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.4  DNA 3'-5' helicase	
SYNPCC7002_A1856	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.4  DNA 3'-5' helicase	
SYNPCC7002_C0005	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.4  DNA 3'-5' helicase	
SYNPCC7002_A0531	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.4  DNA 3'-5' helicase	
SYNPCC7002_A2103	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.4  DNA 3'-5' helicase	
SYNPCC7002_A1287	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.4  DNA 3'-5' helicase	
SYNPCC7002_A0365	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.4  DNA 3'-5' helicase	
SYNPCC7002_A1771	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.4  DNA 3'-5' helicase	
SYNPCC7002_D0025	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.4  DNA 3'-5' helicase	
SYNPCC7002_A0618	Enzymes	5. Isomerases	5.6  Isomerases altering macromolecular conformation	5.6.2  Enzymes altering nucleic acid conformation	5.6.2.7  DEAD-box RNA helicase	
SYNPCC7002_A1609	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.1  tyrosine---tRNA ligase	
SYNPCC7002_A0037	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.2  tryptophan---tRNA ligase	
SYNPCC7002_A0628	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.3  threonine---tRNA ligase	
SYNPCC7002_A1694	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.4  leucine---tRNA ligase	
SYNPCC7002_A1756	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.5  isoleucine---tRNA ligase	
SYNPCC7002_A0035	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.6  lysine---tRNA ligase	
SYNPCC7002_A1672	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.7  alanine---tRNA ligase	
SYNPCC7002_A1216	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.9  valine---tRNA ligase	
SYNPCC7002_A2706	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.10  methionine---tRNA ligase	
SYNPCC7002_A2328	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.11  serine---tRNA ligase	
SYNPCC7002_A0422	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.12  aspartate---tRNA ligase	
SYNPCC7002_A0387	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.14  glycine---tRNA ligase	
SYNPCC7002_A2456	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.14  glycine---tRNA ligase	
SYNPCC7002_A1656	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.15  proline---tRNA ligase	
SYNPCC7002_A2873	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.16  cysteine---tRNA ligase	
SYNPCC7002_A1394	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.17  glutamate---tRNA ligase	
SYNPCC7002_A0599	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.19  arginine---tRNA ligase	
SYNPCC7002_A0493	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.20  phenylalanine---tRNA ligase	
SYNPCC7002_A0447	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.20  phenylalanine---tRNA ligase	
SYNPCC7002_A2275	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.21  histidine---tRNA ligase	
SYNPCC7002_A2468	Enzymes	6. Ligases	6.1  Forming carbon-oxygen bonds	6.1.1  Ligases forming aminoacyl-tRNA and related compounds	6.1.1.22  asparagine---tRNA ligase	
SYNPCC7002_A1838	Enzymes	6. Ligases	6.2  Forming carbon-sulfur bonds	6.2.1  Acid-thiol ligases	6.2.1.1  acetate---CoA ligase	
SYNPCC7002_A0675	Enzymes	6. Ligases	6.2  Forming carbon-sulfur bonds	6.2.1  Acid-thiol ligases	6.2.1.3  long-chain-fatty-acid---CoA ligase	
SYNPCC7002_A0890	Enzymes	6. Ligases	6.2  Forming carbon-sulfur bonds	6.2.1  Acid-thiol ligases	6.2.1.5  succinate---CoA ligase (ADP-forming)	
SYNPCC7002_A0891	Enzymes	6. Ligases	6.2  Forming carbon-sulfur bonds	6.2.1  Acid-thiol ligases	6.2.1.5  succinate---CoA ligase (ADP-forming)	
SYNPCC7002_A1250	Enzymes	6. Ligases	6.2  Forming carbon-sulfur bonds	6.2.1  Acid-thiol ligases	6.2.1.26  o-succinylbenzoate---CoA ligase	
SYNPCC7002_A0246	Enzymes	6. Ligases	6.3  Forming carbon-nitrogen bonds	6.3.1  Acid-D-ammonia (or amine) ligases (amide synthases)	6.3.1.2  glutamine synthetase	
SYNPCC7002_A1630	Enzymes	6. Ligases	6.3  Forming carbon-nitrogen bonds	6.3.1  Acid-D-ammonia (or amine) ligases (amide synthases)	6.3.1.2  glutamine synthetase	
SYNPCC7002_A1555	Enzymes	6. Ligases	6.3  Forming carbon-nitrogen bonds	6.3.1  Acid-D-ammonia (or amine) ligases (amide synthases)	6.3.1.20  lipoate---protein ligase	
